Number of Entries,Time Taken to Sort,
20,4993449
50,71953
100,201484
200,191705
500,2327619
1K,7671960
2K,11083720
5K,4974478
10K,11314362
20K,8954477415
50K,6644134929
100K,156262237850
200K,179052525493
500K,100561564733
